rank	ID	score
1	fuppy	2923.255531035491
2	shr	2891.3242968675586
3	omu	2868.898534391404
4	takumi152	2842.0505888534267
5	tantal	2810.348575475414
6	kotamanegi	2797.6779542363615
7	hitonanode	2713.4744373768785
8	iehn	2672.2626255590376
9	rickytheta	2655.535692724181
10	yamunaku	2653.9613654726845
11	takoshi	2651.502588212482
12	kusano	2611.4170480814
13	Inaniwa	2561.86465447639
14	mamekin	2499.7194117178005
15	E869120	2449.1994729561084
16	cielavenir	2421.391384668969
17	gobi	2419.0274686713506
18	snuke	2408.615654290803
19	tanzaku	2405.3993639108207
20	fgwiebfaoish	2394.0654145031626
21	nagitaosu	2379.5875661024274
22	masutech16	2377.6372416639265
23	nhho	2373.002897909576
24	ganariya	2365.0017322609856
25	tobiuo1990	2340.797027076636
26	sumoru	2296.5788653326963
27	goodbaton	2288.3889553022204
28	Jiro_tech15	2285.4745286212533
29	iwashi31	2281.4382021274832
30	to-hutohu	2278.6247214795058
31	unsre	2272.403922209353
32	ms5	2257.1858089655066
33	mtsd	2247.0207683928274
34	koikuchi	2175.7853679669197
35	kimiyuki	2167.7096183023086
36	titia	2141.0715203348113
37	ryuk	2110.398751915633
38	Dente	2103.03468477597
39	ichyo	2091.1764554737338
40	Aquarius	2088.7242798683487
41	riantkb	2088.302218151018
42	31536000	2080.5729497967654
43	kenntin	2079.9894683719017
44	mojashi	2071.607516054836
45	tomerun	2046.5914440631834
46	Tlapesium	2007.0371888579964
47	ekiden	1948.7730305921714
48	physics0523	1935.181282190427
49	tanakh	1922.3698728943916
50	qLethon	1921.175628007241
51	bowwowforeach	1877.657247090421
52	sensaur	1815.1822572537246
53	daisyo	1697.8350399600401
54	hiro116s	1652.480640519336
55	remin	1631.4491298175935
56	uchiiii	1437.9851242931463
57	4bungi	1388.5685764778486
58	molety	1384.2033581698022
59	siman	1375.1999999999998
60	nyanko	1355.5004266771134
61	Arakoma	1324.9262780497008
62	kuhaku	1313.1972762285552
63	fmhr	1279.2569418754504
64	phocom	1248.3252000187188
65	jacky	1212.1495901145177
66	Joe75792433	1201.5085587776082
67	hdnkt	1180.5279843364365
68	asdfgh	1154.3217380911742
69	fujiyama	1132.8184116449293
70	hidekiy	960.4644005978179
71	rigy	550.7570891851537
72	ymduu	461.5856421356421
73	wat_shun	188.4248120300752
74	mkan_0141	86.0
75	myrmidon	85.90747642051988
76	auaua	82.27687074829933
77	shindannin	37.23015873015873
78	HIRO170	10.0
