rank	ID	score
1	tomerun	7643.140005002738
2	ekiden	3680.1930851011725
3	gobi	3296.599729845318
4	fujiyama	3190.110351219988
5	Inaniwa	3032.7334262959266
6	tantal	2944.769442442662
7	4bungi	2934.9972391170922
8	rickytheta	2885.8797117914764
9	Taiyo	2832.835393528041
10	Imperi	2718.0145519513158
11	mkan_0141	2665.333775886136
12	tanzaku	2663.8298983395357
13	karasuex54	2630.0763301241254
14	yamunaku	2597.760768819244
15	nagitaosu	2597.43247921669
16	fuppy	2593.023190534955
17	to-hutohu	2546.193873038726
18	iwashi31	2515.1140886890885
19	sumoru	2512.378573997383
20	masutech16	2489.843556525174
21	snuke	2445.4967005217004
22	titia	2430.6794083367613
23	kenntin	2417.2597829458123
24	takumi152	2336.608594183595
25	neterukun	2334.140332869745
26	Dente	2132.90540986791
27	nyanko	2118.01338503258
28	omu	1336.6792716786138
29	phocom	1287.965954796837
30	Joe75792433	847.9245098039215
31	sensaur	802.7478632478633
32	peroon	797.7693431568431
33	mtsd	782.243543956044
34	myrmidon	442.1585109335109
35	daisyo	424.5324675324675
36	Arakoma	271.6430735930736
37	hitonanode	209.65034965034965
38	cielavenir	33.33333333333333
39	kryinit	8.333333333333332
