rank	ID	score
1	takumi152	5014.2834844169765
2	tanzaku	4342.8225396526805
3	takoshi	4286.141919191919
4	tantal	4055.9499598308294
5	iwashi31	4053.6821801398364
6	snuke	4029.1703239781564
7	mtsd	4022.579589460459
8	omu	3996.8710621944742
9	gobi	3983.6300885338815
10	rickytheta	3980.788537566366
11	hiro116s	3882.098518516227
12	fuppy	3858.9159625734305
13	Taiyo	3818.533619008321
14	masutech16	3802.5142034164214
15	E869120	3733.119201999411
16	Imperi	3681.7006248982157
17	tomerun	3653.5820816850596
18	ganariya	3607.632568322954
19	riantkb	3536.438549353062
20	iehn	3526.251072827828
21	to-hutohu	3475.504112170865
22	fgwiebfaoish	3449.630177125202
23	Dente	3419.8148080612514
24	sumoru	3372.3531020698547
25	unsre	3204.2572246466984
26	yamunaku	3088.803150974512
27	kotamanegi	2979.760242235456
28	phocom	2707.705951504711
29	kusano	2651.3032013892175
30	Aquarius	2645.1475345370736
31	Inaniwa	2617.270227384215
32	wat_shun	2509.8771008755352
33	fujiyama	2477.1747105217883
34	uchiiii	2447.581534890247
35	4bungi	2427.4061851720485
36	titia	2335.463305505199
37	nagitaosu	2171.628336688177
38	daisyo	2124.4172185599205
39	HIRO170	1948.4405910673358
40	ms5	1943.0585279698512
41	Joe75792433	1917.538236497154
42	physics0523	1760.4247271061001
43	mkan_0141	1640.84143871017
44	shindannin	1469.7134417749432
45	sensaur	1442.582105035724
46	hdnkt	1412.9201588167195
47	kenntin	1368.8314936534057
48	spady	1024.7720449808266
49	mojashi	880.3950211340235
50	fmhr	792.067660932271
51	neterukun	698.1882405004694
52	omochana2	522.8349087601948
53	ryuk	348.61579440735443
54	Jiro_tech15	317.4
55	kryinit	81.25
56	nhho	80.0
57	cielavenir	80.0
