rank	ID	score
1	takoshi	2656.9925387209764
2	fuppy	2651.1455122702714
3	rickytheta	2648.599659721757
4	omu	2597.9473104146696
5	mojashi	2547.833382727393
6	shr	2540.6029901484535
7	tantal	2519.9415134281503
8	takumi152	2508.568687892589
9	cielavenir	2481.861836801886
10	iwashi31	2470.9100814172784
11	yamunaku	2443.9263470586993
12	mamekin	2441.0868440298655
13	kusano	2415.8623706398644
14	E869120	2369.44574015214
15	tomerun	2360.9045304431675
16	nhho	2360.8573373357804
17	Inaniwa	2359.7009565756107
18	Jiro_tech15	2359.3015420049337
19	kotamanegi	2356.4504892705486
20	sumoru	2346.748772879151
21	31536000	2327.674476270274
22	hitonanode	2322.7444046936926
23	riantkb	2316.5026622352966
24	Aquarius	2309.5519183612505
25	tanzaku	2307.1734191464666
26	Taiyo	2277.287343030486
27	ekiden	2270.119240390327
28	kimiyuki	2258.022804647679
29	hiro116s	2253.5066456184954
30	gobi	2242.8796819022787
31	nagitaosu	2238.075771783697
32	to-hutohu	2222.9544742023
33	mtsd	2202.1989410133256
34	tanakh	2191.5860305700307
35	snuke	2186.722873663161
36	remin	2182.3105715739407
37	goodbaton	2172.511241360845
38	kenntin	2171.47534562825
39	fgwiebfaoish	2150.675692913806
40	Joe75792433	2142.462706456551
41	unsre	2138.685358557017
42	fmhr	2127.5090262471394
43	ms5	2117.0111257190874
44	qLethon	2095.4869767116425
45	jacky	2082.453590632683
46	ichyo	2077.780500181637
47	tobiuo1990	2048.090560991627
48	wat_shun	2015.8636363636363
49	asdfgh	1981.280131375967
50	4bungi	1954.1788335335784
51	tashikani	1952.4915829705042
52	ryuk	1908.3693630703428
53	iehn	1901.1566811566813
54	y_kawano	1867.0347830817957
55	titia	1834.2147807956856
56	ganariya	1756.163272028142
57	uchiiii	1731.4324596493404
58	bowwowforeach	1613.961926961927
59	Arakoma	1526.2330477459402
60	Tlapesium	1445.285714285714
61	fujiyama	1397.171196398478
62	hidekiy	1328.581205400632
63	nyanko	1169.9240680048488
64	hdnkt	1122.874213217445
65	physics0523	1027.4539378126672
66	daisyo	1000.660606060606
67	ymduu	861.759459275829
68	siman	743.4102564102565
69	sensaur	616.0373180534654
70	omochana2	508.3359161300622
71	kcvlex	362.3903873258525
72	kuhaku	250.46741243828606
73	shindannin	235.50813014846125
74	mkan_0141	95.841642228739
75	molety	80.0
76	auaua	65.86513861186322
77	rigy	30.8
