rank	ID	score
1	takumi152	4524.326073175192
2	snuke	3772.3658623525266
3	takoshi	3753.7479979374243
4	fuppy	3730.9254525435895
5	ekiden	3728.168121048262
6	mtsd	3723.490123149518
7	tantal	3714.541808443537
8	omu	3689.0978256302405
9	iwashi31	3681.9291968763764
10	masutech16	3572.946525229907
11	tanzaku	3550.8171596921597
12	titia	3538.5070026583044
13	E869120	3514.55694350032
14	riantkb	3514.4030007756674
15	phocom	3484.577139542457
16	ganariya	3462.2615548100907
17	rickytheta	3461.3516140085285
18	Imperi	3408.184937873978
19	tomerun	3378.048599471387
20	Dente	3176.086742764355
21	iehn	3169.7776233334494
22	fgwiebfaoish	3112.068956152259
23	unsre	2768.658609989045
24	neterukun	2762.847413432662
25	to-hutohu	2713.1151391092567
26	sumoru	2713.1151391092567
27	nyanko	2692.3335546343787
28	kotamanegi	2590.726968764599
29	mojashi	2464.5144768574555
30	Aquarius	2318.8960912650273
31	Inaniwa	2168.4385401126005
32	Taiyo	2117.2869264011692
33	physics0523	2089.478700973063
34	4bungi	2046.0010513109276
35	kusano	1993.5431522873184
36	yamunaku	1925.1648141826483
37	fujiyama	1888.4090857454269
38	nagitaosu	1835.4348744609752
39	ms5	1807.890172406202
40	Joe75792433	1804.8956418962298
41	uchiiii	1787.4539586660142
42	hitonanode	1784.6887039323296
43	HIRO170	1742.6334725368688
44	sensaur	1718.3591391790205
45	wat_shun	1702.0196178838678
46	daisyo	1486.1230498718116
47	hdnkt	1431.4009866442498
48	mkan_0141	1268.1421259362126
49	gobi	1137.1325810190538
50	Arakoma	964.4662474779097
51	kenntin	842.7742292659057
52	shindannin	565.6057131757133
53	siman	338.46153846153845
54	nhho	338.46153846153845
55	cielavenir	338.46153846153845
56	tobiuo1990	300.0
57	foxgod	246.1785832631421
58	Jiro_tech15	243.20000000000002
59	kryinit	55.00000000000001
60	kimiyuki	28.42105263157895
