rank	ID	score
1	tanzaku	4961.1328380496525
2	takumi152	4916.090733690675
3	snuke	4889.590954637115
4	masutech16	4704.793898710211
5	tantal	4689.529624274039
6	E869120	4426.08231273946
7	tomerun	4400.484963379377
8	hiro116s	4385.697768199032
9	fuppy	4275.394156817517
10	yamunaku	4111.795083698215
11	kotamanegi	3602.659231372642
12	hitonanode	3553.331686923327
13	ekiden	3432.8299426835483
14	fgwiebfaoish	3425.375929746209
15	mtsd	3294.903388134951
16	iehn	3257.775520478459
17	goodbaton	3204.095384084515
18	fujiyama	3045.0625796407867
19	to-hutohu	3015.5848181230526
20	rickytheta	2995.1471369574706
21	unsre	2902.623752702929
22	kenntin	2796.75325597605
23	4bungi	2746.521996004362
24	neterukun	2685.6682322407546
25	riantkb	2655.7889278109833
26	nyanko	2486.0620653553005
27	Inaniwa	2457.719405407749
28	ms5	2420.6031217374857
29	Taiyo	2382.8369717949
30	omu	2366.8182099723754
31	iwashi31	2362.2587855592396
32	titia	2282.868441963766
33	ryuk	2267.768825571573
34	takoshi	2219.9284555627737
35	kusano	2188.8287571775977
36	ganariya	2179.2833007857894
37	HIRO170	2060.5762780725577
38	sensaur	1995.512253484726
39	Imperi	1993.1378645520283
40	daisyo	1974.2144770639688
41	gobi	1952.3526381040701
42	Joe75792433	1938.8196044521353
43	nagitaosu	1843.4096865107115
44	Dente	1829.8361735821052
45	hdnkt	1800.4656545636874
46	uchiiii	1785.177872546046
47	sumoru	1676.2526680131386
48	shindannin	1424.541954695444
49	mkan_0141	1351.4120066150404
50	peroon	1172.7040845582978
51	myrmidon	721.1093174490517
52	GennadyCroquettevich	443.5814879068076
53	cielavenir	200.0
54	kryinit	121.33333333333333
