rank	ID	score
1	tantal	2617.4697047648374
2	shr	2561.3463380003654
3	omu	2554.2336553287582
4	takoshi	2521.7552078583813
5	fuppy	2501.599867872344
6	mamekin	2480.2975591128543
7	kotamanegi	2473.9363379293104
8	hitonanode	2466.886698323515
9	yamunaku	2463.7264712804517
10	kusano	2435.6888369972835
11	tomerun	2431.352311072257
12	Taiyo	2389.4069569432672
13	hiro116s	2381.8051492127
14	Inaniwa	2364.72887568496
15	takumi152	2355.6335112849874
16	rickytheta	2333.624173861674
17	nagitaosu	2326.970485793844
18	E869120	2307.008914540931
19	iehn	2306.132298136646
20	Aquarius	2297.0138106124637
21	31536000	2263.3287488244255
22	jacky	2249.7439287907923
23	ekiden	2238.281178607834
24	mojashi	2236.1516517952596
25	gobi	2227.4787623677694
26	cielavenir	2215.537750768295
27	fmhr	2212.3088677375304
28	fgwiebfaoish	2212.3088677375304
29	remin	2199.4515841554125
30	iwashi31	2193.6060833797296
31	snuke	2187.499923917244
32	masutech16	2183.501292097282
33	unsre	2179.642945769072
34	ganariya	2177.4958897580277
35	riantkb	2174.580823243589
36	sumoru	2166.527111086688
37	kenntin	2122.9808804450463
38	mkan_0141	2100.4328079441298
39	nhho	2088.1644712203733
40	to-hutohu	2072.795687619727
41	tanzaku	2031.220629984058
42	Jiro_tech15	2011.603197840087
43	tobiuo1990	1980.8347538254657
44	Tlapesium	1959.9876399328411
45	physics0523	1957.2238037690054
46	ichyo	1957.2238037690054
47	asdfgh	1955.3093003501494
48	kimiyuki	1953.7152622838598
49	ryuk	1909.6749841364278
50	tanakh	1898.063208409719
51	qLethon	1856.3870034047495
52	phocom	1840.8839581339519
53	Dente	1812.962070239702
54	mtsd	1790.3681403927148
55	ms5	1772.6033187549856
56	uchiiii	1710.7474157934623
57	tashikani	1620.0495396141175
58	y_kawano	1533.6099668803615
59	molety	1504.6794631141115
60	sensaur	1451.3734344328668
61	HIRO170	1333.6326801002383
62	4bungi	1323.482498974597
63	Arakoma	1225.6542597108773
64	kuhaku	1207.8818880017602
65	hidekiy	1179.2588197074997
66	titia	1161.2055026083697
67	koikuchi	1109.7705522805368
68	daisyo	1106.327380952381
69	hdnkt	1097.9804829184295
70	Joe75792433	1031.2088783550037
71	nyanko	1021.2088516394888
72	rigy	770.0270771626035
73	fujiyama	736.028555426107
74	siman	570.0
75	goodbaton	547.5218253968254
76	wat_shun	413.16315789473686
77	omochana2	407.5278100776671
78	kcvlex	244.21019392427849
79	foxgod	112.3687969924812
80	ymduu	67.19285714285714
