rank	ID	score
1	omu	4352.702826347494
2	tanzaku	4203.11016183646
3	rickytheta	4168.713101380903
4	fuppy	4146.356579435393
5	takumi152	3954.798131647951
6	Jiro_tech15	3558.646550199027
7	snuke	3253.4080630075
8	ekiden	3209.5003270956868
9	kotamanegi	3185.5283978492957
10	mtsd	3147.6599957497997
11	kusano	3147.515732844672
12	Aquarius	3120.6602660699937
13	Taiyo	3098.957280261601
14	mojashi	3097.459568734031
15	gobi	3086.7843788952073
16	hiro116s	3060.886591112651
17	tantal	3041.0061759104638
18	E869120	3004.863873480976
19	ichyo	2947.027796045107
20	Inaniwa	2945.8458825001703
21	riantkb	2915.6289837307254
22	tomerun	2901.318384012481
23	4bungi	2866.365674439846
24	Imperi	2844.8625870620767
25	ganariya	2811.485877519741
26	masutech16	2771.9905192489273
27	ryuk	2754.9356953022084
28	fgwiebfaoish	2666.1047007933907
29	nagitaosu	2662.600147437079
30	to-hutohu	2639.1654069488336
31	sumoru	2639.1654069488336
32	titia	2630.1149314823742
33	iehn	2614.8266791630153
34	unsre	2584.426898726463
35	yamunaku	2369.1630107031356
36	iwashi31	2336.4567007504083
37	physics0523	2055.543642948282
38	uchiiii	2020.4653257526788
39	y_kawano	1964.0
40	ms5	1894.4080855928535
41	kimiyuki	1879.6551086810402
42	foxgod	1844.4367335365146
43	goodbaton	1812.8496380973334
44	fujiyama	1783.3598702451186
45	Joe75792433	1739.695431534614
46	rigy	1734.6869086896897
47	wat_shun	1628.1902497882566
48	takoshi	1503.830659536542
49	hdnkt	1486.400822265109
50	HIRO170	1425.2462237194588
51	sensaur	1414.981113242143
52	kenntin	1219.4728279316769
53	neterukun	1203.028398289445
54	shindannin	1109.8989141585093
55	cielavenir	741.1764705882354
56	Dente	632.6920256658359
57	nyanko	434.5605431605431
58	mkan_0141	378.116835016835
59	siman	200.0
60	qLethon	200.0
61	Kuri174	172.34927229282067
62	nhho	162.0
63	runom	152.43243243243242
64	kryinit	100.18181818181819
65	jacky	84.3076923076923
66	31536000	81.55555555555556
67	tobiuo1990	66.66666666666666
68	myrmidon	59.38461538461539
69	Tlapesium	18.545454545454547
