rank	ID	score
1	shr	2563.6135356666637
2	takoshi	2509.434482605949
3	tomerun	2502.0400574540427
4	tanzaku	2486.0870388645967
5	iwashi31	2483.6067444835026
6	kotamanegi	2482.530117285811
7	tantal	2467.811241929164
8	fuppy	2432.7847726930045
9	omu	2427.071037105378
10	mamekin	2420.4194775915194
11	mojashi	2420.3158869430836
12	rickytheta	2419.009612909364
13	takumi152	2412.0351890139273
14	goodbaton	2399.5725812219757
15	sumoru	2386.026395259369
16	Aquarius	2379.1304138364035
17	phocom	2376.6822815222645
18	ekiden	2366.845627246978
19	yamunaku	2349.969811681797
20	ichyo	2329.5004309743817
21	iehn	2321.5693006446854
22	gobi	2308.901117008015
23	titia	2288.815871080845
24	kusano	2279.0946600200778
25	31536000	2272.523322886971
26	Jiro_tech15	2251.5256615108974
27	nhho	2232.0529268687073
28	hitonanode	2217.8734608195055
29	mtsd	2215.856278875195
30	fgwiebfaoish	2215.154825532315
31	nagitaosu	2214.781198607417
32	4bungi	2213.8622943885034
33	koikuchi	2165.5838894404765
34	Inaniwa	2154.4465557683106
35	kimiyuki	2142.8410531481477
36	y_kawano	2127.7582013518518
37	unsre	2121.1058063232513
38	ganariya	2118.670219150088
39	cielavenir	2100.430254898522
40	fmhr	2096.5512206685785
41	hiro116s	2089.9680464303597
42	to-hutohu	2060.0648696793455
43	uchiiii	2054.0924491234978
44	wat_shun	2049.2174584880336
45	remin	2013.6444732901705
46	ms5	2013.1090833342168
47	Kuri174	2002.9825356696304
48	Arakoma	1994.9764952913058
49	sensaur	1950.2346399535425
50	kenntin	1941.3410207555153
51	E869120	1917.4817402848048
52	physics0523	1905.865063584784
53	kuhaku	1896.7934019483162
54	molety	1860.053339326742
55	qLethon	1815.083997291056
56	mkan_0141	1809.0770701461533
57	Joe75792433	1769.8550825698708
58	daisyo	1638.962598675834
59	ryuk	1629.4900232634573
60	siman	1594.1252992105933
61	tashikani	1532.0897755692547
62	Tlapesium	1439.774402250694
63	Taiyo	1369.6063172824113
64	fujiyama	1231.696777450759
65	omochana2	1228.3087135087135
66	jacky	1167.7645973105507
67	tobiuo1990	1164.0701042318913
68	uwi	1153.0024078680044
69	hdnkt	1150.1045441525227
70	tanakh	1095.142394266684
71	asdfgh	871.7054911814911
72	ymduu	768.7660219708607
73	kcvlex	697.531792717087
74	shindannin	634.4639283093321
75	bowwowforeach	584.6666666666667
76	nyanko	235.089898989899
77	tokotoko7777	43.8
78	rigy	22.666666666666664
