rank	ID	score
1	shr	2670.230537375013
2	mojashi	2655.1967538787576
3	kusano	2625.106740041361
4	rickytheta	2624.6632729731614
5	tanzaku	2623.123787489967
6	fuppy	2600.83729195344
7	omu	2598.9386847481837
8	tomerun	2595.7474010139827
9	tantal	2556.6887944452506
10	takoshi	2542.9911427521583
11	mamekin	2535.9060156687883
12	yamunaku	2530.6473982566613
13	hitonanode	2477.836097837702
14	Jiro_tech15	2465.3464536589936
15	goodbaton	2444.77327568307
16	iwashi31	2418.6240616515515
17	kotamanegi	2418.0104573249823
18	31536000	2414.943314585839
19	snuke	2413.6505958804014
20	nagitaosu	2389.258418592974
21	ekiden	2387.649295107965
22	gobi	2345.053543170843
23	sumoru	2342.7642076055504
24	E869120	2334.4161102380444
25	cielavenir	2310.6611768002886
26	y_kawano	2233.8278693775974
27	4bungi	2218.667701320137
28	takumi152	2208.249983851634
29	ganariya	2200.3983340025065
30	iehn	2192.392899159664
31	mkan_0141	2187.3040739831436
32	fmhr	2182.713321250183
33	titia	2175.446481428011
34	Taiyo	2170.427530629547
35	nhho	2168.074099403422
36	kimiyuki	2162.306359066547
37	Inaniwa	2154.674578151528
38	Aquarius	2147.988258742905
39	ms5	2146.6532688489137
40	mtsd	2143.7049008644335
41	to-hutohu	2134.6827461216126
42	tobiuo1990	2055.3450155960827
43	riantkb	2041.1763179657762
44	unsre	2028.289097860336
45	Arakoma	2021.7696438892222
46	koikuchi	1985.4379341273923
47	ryuk	1920.9796436174045
48	qLethon	1915.39531526694
49	tanakh	1912.430893726019
50	siman	1868.330160344251
51	phocom	1863.8990775125803
52	asdfgh	1858.6991626237996
53	fgwiebfaoish	1779.8155846704833
54	ichyo	1779.0305511014299
55	bowwowforeach	1738.3903991169623
56	sensaur	1720.7706917177497
57	physics0523	1713.1852275746855
58	wat_shun	1690.2027127843012
59	kuhaku	1664.4019773142895
60	jacky	1606.491800450216
61	molety	1493.8257582191934
62	Kuri174	1457.4373344069795
63	hidekiy	1352.7569201646115
64	omochana2	1266.4241384864504
65	nyanko	1236.3652809825228
66	hdnkt	1193.508133199643
67	daisyo	1189.0964912280704
68	hiro116s	1161.0255752988671
69	ymduu	940.8003190701568
70	Tlapesium	935.5
71	uchiiii	912.1549870052451
72	kcvlex	806.0277744431105
73	Joe75792433	456.82737951156327
74	kenntin	301.7142857142857
75	fujiyama	286.8690476190476
76	remin	90.25
77	rigy	31.0
78	uwi	0.25
