rank	ID	score
1	shr	2352.0087624881303
2	omu	2338.009204824835
3	rickytheta	2296.525347119956
4	takoshi	2266.0525118439355
5	iwashi31	2243.966222704037
6	fuppy	2229.974157313838
7	tomerun	2226.65920652323
8	tantal	2220.6271289187084
9	Aquarius	2213.692990764027
10	mamekin	2198.7021088408596
11	tanzaku	2188.1095339700696
12	yamunaku	2185.1757954410446
13	takumi152	2182.7756268122776
14	goodbaton	2163.974343164875
15	mojashi	2150.2909934862323
16	sumoru	2143.827389210273
17	kusano	2134.595064106264
18	nagitaosu	2096.0662746201965
19	tanakh	2089.659193446021
20	phocom	2086.6376644746097
21	ekiden	2080.7688197271077
22	iehn	2080.2546323667075
23	ichyo	2079.089023936854
24	titia	2076.9322725752527
25	31536000	2074.268246525872
26	nhho	2057.1449586600165
27	kotamanegi	2054.4268182177743
28	Taiyo	2049.7274541474617
29	fgwiebfaoish	2022.967453845784
30	kimiyuki	2014.088552507264
31	hitonanode	2013.765479185377
32	ganariya	2002.6605040580744
33	gobi	1991.7399403576342
34	4bungi	1979.782868924327
35	fmhr	1969.720263479353
36	tashikani	1965.545600231011
37	mtsd	1963.2574886526518
38	Jiro_tech15	1946.4354249195474
39	ms5	1926.7103273618013
40	Kuri174	1923.4508005267514
41	to-hutohu	1911.1831019813217
42	riantkb	1910.3112424266174
43	Inaniwa	1901.9430677102766
44	y_kawano	1890.734851215413
45	kenntin	1881.555005396264
46	uchiiii	1849.3137350354407
47	cielavenir	1847.797180234902
48	remin	1839.4894029190625
49	unsre	1826.4204782593586
50	koikuchi	1800.2395938042296
51	Arakoma	1796.5963361095485
52	wat_shun	1794.2207180119094
53	tobiuo1990	1783.3883640989459
54	ryuk	1778.7771987511173
55	sensaur	1746.5105274842117
56	hiro116s	1732.8269536854928
57	qLethon	1731.7211403599608
58	siman	1676.2313128976289
59	E869120	1610.3325967699302
60	physics0523	1585.3554224200584
61	molety	1544.7929780534766
62	asdfgh	1543.5854783974864
63	jacky	1453.371158164348
64	mkan_0141	1389.825358171378
65	bowwowforeach	1369.5562154914517
66	Tlapesium	1339.5467938481825
67	kuhaku	1091.2909454446192
68	daisyo	1083.9217986314761
69	fujiyama	1056.7137346555667
70	uwi	1026.316773101514
71	hdnkt	1017.9929570893552
72	Joe75792433	925.9320471055937
73	shindannin	876.373359064303
74	hidekiy	755.1486401613846
75	ymduu	668.4923522312804
76	kcvlex	487.1896103896104
77	tokotoko7777	379.6400348159939
78	nyanko	66.85714285714285
79	rigy	35.714285714285715
